course_name,internship_role,government_department,sector,location_city,minimum_age,maximum_age,duration_months,stipend_per_month_inr,mode,minimum_percentage_required,skill_requirement,certificate_provided,pre_placement_offer_possibility,application_mode,stipend_bucket,duration_bucket
BSc Agriculture,Banking Operations Intern,Haryana Education Department,education,yamunanagar,21,29,4,8000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,medium
ITI Fitter,Renewable Energy Intern,Haryana Social Justice Department,energy,faridabad,21,22,6,10000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,high,email application,medium,medium
ITI Fitter,Transport Operations Intern,Haryana Agriculture Department,energy,karnal,21,28,2,10000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,high,email application,medium,short
BSc Environmental Science,Accounts Intern,Haryana IT Department,it & digital,gurgaon,21,28,3,15000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,short
LLB,Electrical Maintenance Intern,Haryana Renewable Energy Department,agriculture,chandigarh,20,23,1,8000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,very_short
MBA,Water Resource Management Intern,Haryana Revenue Department,public administration,rohtak,21,24,3,15000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,short
B.Ed,Digital Governance Intern,Haryana Revenue Department,public administration,sirsa,19,27,6,0,on-site,60,Basic domain knowledge and MS Office proficiency,yes,high,email application,unpaid,medium
BA Economics,Public Policy Intern,Haryana Police Department,infrastructure,rohtak,21,27,1,0,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,government portal,unpaid,very_short
BCA,Digital Governance Intern,District Administration Office,healthcare,gurgaon,18,30,6,20000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,medium
B.Pharmacy,HR Intern,Haryana Health Department,public administration,sonipat,20,24,1,20000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,very_short
BCA,Accounts Intern,Haryana Revenue Department,infrastructure,panipat,19,25,3,12000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,short
M.Ed,Clinical Intern,Haryana IT Department,infrastructure,chandigarh,19,22,4,10000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,medium,medium
BSc IT,Banking Operations Intern,Haryana Social Justice Department,it & digital,gurgaon,19,22,1,10000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,very_short
B.Tech Civil,Banking Operations Intern,Haryana IT Department,energy,chandigarh,19,29,6,0,on-site,60,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,unpaid,medium
BSc IT,Software Development Intern,Haryana Public Works Department,public administration,bhiwani,20,27,6,8000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,medium
ITI Welder,Clinical Intern,Haryana Skill Development Mission,legal & judiciary,yamunanagar,21,23,3,15000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,short
ITI Electrician,Clinical Intern,Haryana Renewable Energy Department,social welfare,bhiwani,18,23,2,10000,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,short
B.Tech Mechanical,Digital Governance Intern,Haryana IT Department,finance & accounts,sirsa,20,29,4,10000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,medium
B.Tech Civil,Software Development Intern,Haryana Revenue Department,public administration,faridabad,19,28,4,15000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,medium
Diploma Mechanical,Electrical Maintenance Intern,Haryana Health Department,finance & accounts,rohtak,21,25,6,20000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,medium
BA Political Science,Transport Operations Intern,Haryana Revenue Department,finance & accounts,sirsa,19,30,2,8000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,medium,short
BA Political Science,Software Development Intern,District Administration Office,energy,hisar,20,29,2,0,on-site,60,Basic domain knowledge and MS Office proficiency,yes,low,government portal,unpaid,short
BSc IT,Electrical Maintenance Intern,Haryana Health Department,finance & accounts,bhiwani,21,22,2,20000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,short
B.Pharmacy,Renewable Energy Intern,District Administration Office,it & digital,chandigarh,18,30,3,15000,on-site,50,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,short
BSc IT,Software Development Intern,Haryana Police Department,public administration,rohtak,21,26,2,20000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,short
B.Tech Electrical,HR Intern,Haryana Health Department,infrastructure,chandigarh,21,28,1,12000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,very_short
Diploma Mechanical,Electrical Maintenance Intern,Haryana Health Department,finance & accounts,rohtak,21,25,1,10000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,very_short
B.Com,Electrical Maintenance Intern,Haryana Skill Development Mission,social welfare,karnal,21,29,3,10000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,short
B.Tech Mechanical,Accounts Intern,Haryana Women & Child Development,public administration,rohtak,21,26,4,8000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,medium
LLB,HR Intern,Haryana Irrigation Department,healthcare,chandigarh,21,28,2,20000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,short
ITI Welder,Transport Operations Intern,Haryana Revenue Department,public administration,bhiwani,18,23,4,12000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,medium
MBBS,Hospital Administration Intern,Haryana Women & Child Development,agriculture,rohtak,18,30,2,0,on-site,60,Basic domain knowledge and MS Office proficiency,yes,low,government portal,unpaid,short
BSc Biotechnology,Banking Operations Intern,Haryana Renewable Energy Department,education,ambala,20,26,4,12000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,medium
B.Tech Computer Science,HR Intern,Haryana IT Department,social welfare,faridabad,20,24,6,15000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,medium
BA Political Science,Hospital Administration Intern,Haryana Irrigation Department,education,yamunanagar,19,24,4,15000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,medium
ITI Fitter,Transport Operations Intern,Haryana Irrigation Department,finance & accounts,jind,19,24,6,10000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,medium,medium
B.Ed,Hospital Administration Intern,Haryana IT Department,agriculture,jind,20,22,2,20000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,short
B.Tech Mechanical,Legal Research Intern,Haryana Revenue Department,it & digital,karnal,21,24,3,20000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,short
BSc Biotechnology,Agriculture Field Intern,Haryana Renewable Energy Department,public administration,hisar,21,29,3,0,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,email application,unpaid,short
BCA,Renewable Energy Intern,Haryana Irrigation Department,energy,ambala,21,25,1,20000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,very_short
ITI Fitter,Police Administration Intern,Haryana Public Works Department,education,sonipat,18,23,2,12000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,high,email application,good,short
B.Tech Mechanical,Digital Governance Intern,Haryana Transport Department,legal & judiciary,sonipat,18,24,4,8000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,medium,email application,medium,medium
MBBS,Civil Site Intern,Haryana Social Justice Department,healthcare,sirsa,21,26,3,10000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,short
BSc IT,Urban Planning Intern,Haryana Women & Child Development,public administration,karnal,21,29,2,20000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,short
M.Ed,Transport Operations Intern,Haryana Urban Local Bodies,infrastructure,faridabad,19,22,1,15000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,very_short
B.Tech Electrical,Junior Mechanical Intern,District Administration Office,agriculture,ambala,18,22,4,10000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,medium
BA Economics,Hospital Administration Intern,Haryana IT Department,agriculture,hisar,20,24,6,20000,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,medium
BA Economics,Hospital Administration Intern,Haryana Social Justice Department,infrastructure,yamunanagar,20,24,2,8000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,short
BCA,Renewable Energy Intern,Haryana IT Department,education,panipat,20,27,2,15000,on-site,65,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,good,short
ITI Welder,Water Resource Management Intern,Haryana Transport Department,social welfare,bhiwani,20,25,3,10000,on-site,60,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,short
Diploma Civil,Civil Site Intern,Haryana Skill Development Mission,healthcare,hisar,18,24,2,0,on-site,50,Basic domain knowledge and MS Office proficiency,yes,high,email application,unpaid,short
ITI Welder,Police Administration Intern,Haryana Skill Development Mission,finance & accounts,yamunanagar,21,22,1,10000,hybrid,70,Basic domain knowledge and MS Office proficiency,yes,high,email application,medium,very_short
B.Tech Electrical,Police Administration Intern,Haryana Women & Child Development,infrastructure,kaithal,20,28,2,0,on-site,55,Basic domain knowledge and MS Office proficiency,yes,medium,email application,unpaid,short
BCA,Junior Mechanical Intern,Haryana Skill Development Mission,education,rohtak,21,23,6,20000,on-site,70,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,medium
B.Ed,Electrical Maintenance Intern,Haryana Women & Child Development,agriculture,rohtak,18,23,2,20000,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,medium,email application,good,short
BSc Agriculture,Public Policy Intern,Haryana Police Department,public administration,panipat,19,26,4,8000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,email application,medium,medium
BSc Agriculture,Public Policy Intern,Haryana Police Department,education,rohtak,21,23,4,8000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,low,government portal,medium,medium
B.Tech Mechanical,Water Resource Management Intern,Haryana Police Department,social welfare,faridabad,19,23,1,8000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,high,government portal,medium,very_short
M.Ed,Data Analyst Intern,Haryana Social Justice Department,it & digital,kaithal,19,28,2,20000,on-site,55,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,short
B.Ed,Junior Mechanical Intern,Haryana Education Department,infrastructure,gurgaon,21,27,4,0,hybrid,65,Basic domain knowledge and MS Office proficiency,yes,medium,government portal,unpaid,medium
B.Tech Mechanical,Civil Site Intern,Haryana Irrigation Department,energy,kaithal,21,25,1,12000,hybrid,55,Basic domain knowledge and MS Office proficiency,yes,high,government portal,good,very_short
B.Tech Electrical,Banking Operations Intern,Haryana Revenue Department,social welfare,panipat,20,24,3,0,on-site,70,Basic domain knowledge and MS Office proficiency,yes,low,government portal,unpaid,short
ITI Fitter,Civil Site Intern,Haryana Revenue Department,it & digital,panipat,20,24,4,20000,hybrid,50,Basic domain knowledge and MS Office proficiency,yes,low,email application,good,medium
B.Tech Mechanical,Public Policy Intern,Haryana Agriculture Department,energy,hisar,21,25,4,10000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,high,email application,medium,medium
ITI Fitter,Agriculture Field Intern,Haryana Agriculture Department,infrastructure,ambala,21,28,1,20000,hybrid,60,Basic domain knowledge and MS Office proficiency,yes,low,government portal,good,very_short
